cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum,selection_features
M44,Parties liées par fusion,linguistics,text_id l00394,"['integración', 'de', 'sistemas', 'semióticos', 'simbólicos', 'en', 'el', 'texto']","['N5-FS', 'P', 'N5-MP', 'JQ--MP', 'JQ--MP', 'P', 'AMS', 'N5-MS']",integración de sistemas semióticos simbólicos en el texto,"de elaboración de el texto y , en algunas materias , laintegración de sistemas semióticos simbólicos en el texto. También se comparte la idea de que los lenguajes de especialidad",['AMS'],TRUE,def,M44_linguistics_def
M44,Parties liées par fusion,linguistics,text_id l00048,"['incorporación', 'de', 'la', 'terminología', 'en', 'español', 'a', 'sus', 'bancos']","['N5-FS', 'P', 'AFS', 'N5-FS', 'P', 'N5-MS', 'P', 'JP636P', 'N5-MP']",incorporación de la terminología en español a sus bancos,"en Iberoamérica , ya que EE.UU. y Canadá están interesados en laincorporación de la terminología en español a sus bancosde datos y muy especialmente desde el establecimiento de Mercosur , sino",['AFS'],TRUE,def,M44_linguistics_def
M44,Parties liées par fusion,linguistics,text_id l00492,"['integración', 'de', 'URODICAUTOM', 'en', 'el', 'puesto', 'de', 'trabajo', 'de']","['N5-FS', 'P', 'N4666', 'P', 'AMS', 'N5-MS', 'P', 'N5-MS', 'P']",integración de URODICAUTOM en el puesto de trabajo de,"de ayuda a la traducción , supone el primer paso hacia laintegración de URODICAUTOM en el puesto de trabajo deel traductor de la Comisión . EURAMIS ofrece en la actualidad dos",['AMS'],TRUE,def,M44_linguistics_def
M44,Parties liées par fusion,law,text_id d00361,"['incorporación', 'de', 'el', 'delito', 'de', 'blanqueo', 'en', 'el', 'art.', '546', 'bis', 'f']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'N5-MS', 'P', 'AMS', 'N5-MS', 'X', 'D', 'N5-FS']",incorporación de el delito de blanqueo en el art. 546 bis f,"los supuestos que cualifican el tipo básico , etc . Desde laincorporación de el delito de blanqueo en el art. 546 bis f) de el antiguo Código penal como una modalidad de receptación específica","['AMS', 'AMS']",TRUE,def,M44_law_def
M44,Parties liées par fusion,law,text_id d00028,"['fusión', 'de', 'conformidad', 'con', 'lo', 'establecido', 'en', 'el', 'artículo', 'siguiente']","['N5-FS', 'P', 'N5-FS', 'P', 'ANS', 'VC--SM', 'P', 'AMS', 'N5-MS', 'JQ--6S']",fusión de conformidad con lo establecido en el artículo siguiente,informe de los auditores . El contenido íntegro de el acuerdo defusión de conformidad con lo establecido en el artículo siguiente. Contenido de el acuerdo de fusión 1. El acuerdo de fusión,"['ANS', 'AMS']",TRUE,def,M44_law_def
M44,Parties liées par fusion,law,text_id d00028,"['integración', 'de', 'los', 'planes', 'de', 'pensiones', 'en', 'el', 'fondo', 'se', 'harán', 'constar']","['N5-FS', 'P', 'AMP', 'N5-MP', 'P', 'N5-FP', 'P', 'AMS', 'N5-MS', 'R6EZZZZ', 'VDU3P-', 'VI----']",integración de los planes de pensiones en el fondo se harán constar,Inscripción de planes de pensiones En la inscripción de los acuerdos deintegración de los planes de pensiones en el fondo se harán constarlas siguientes circunstancias : La identidad de el promotor o promotores de,"['AMP', 'AMS']",TRUE,def,M44_law_def
M44,Parties liées par fusion,law,text_id d00364,"['integración', 'de', 'los', 'derechos', 'humanos', 'en', 'las', 'estrategias', 'de', 'reducción', 'de']","['N5-FS', 'P', 'AMP', 'N5-MP', 'JQ--MP', 'P', 'AFP', 'N5-FP', 'P', 'N5-FS', 'P']",integración de los derechos humanos en las estrategias de reducción de,"eficacia contra la discriminación. , tomado de Principios y directrices para laintegración de los derechos humanos en las estrategias de reducción dela pobreza , adoptados por la Oficina_del_Alto_Comisionado_de_las_Naciones_Unidas para los Derechos_Humanos ; véa","['AMP', 'AFP']",TRUE,def,M44_law_def
M44,Parties liées par fusion,law,text_id d00029,"['Fusión', 'de', 'Sociedades', 'en', 'liquidación.']","['N5-FS', 'P', 'N4666', 'P', 'N5-MS']",Fusión de Sociedades en liquidación.,Administradores y de los expertos independientes sobre el proyecto de fusión .Fusión de Sociedades en liquidación.- Las Sociedades en liquidación podrán participar en una fusión siempre que,[],TRUE,no_det,M44_law_no_det
M44,Parties liées par fusion,computer_science,text_id i00164,"['integración', 'de', 'servicios', 'en', 'WiMAX']","['N5-FS', 'P', 'N5-MP', 'P', 'N4666']",integración de servicios en WiMAX,"aplicaciones cuyos tráficos tienen características muy diferenciadas , como ocurre con laintegración de servicios en WiMAX. Para ello , sobre una red experimental Wimax desplegada en el",[],TRUE,no_det,M44_computer_science_no_det
M44,Parties liées par fusion,linguistics,text_id l00492,"['integración', 'de', 'EURODICAUTOM', 'en', 'IATE', 'conllevará', 'su', 'desaparición']","['N5-FS', 'P', 'N4666', 'P', 'N4666', 'VDU3S-', 'JP636S', 'N5-FS']",integración de EURODICAUTOM en IATE conllevará su desaparición,"por dónde comenzar su búsqueda terminológica . Conclusión Es evidente que laintegración de EURODICAUTOM en IATE conllevará su desaparicióncomo tal , si_bien constituirá el principal aporte a la nueva base",[],TRUE,no_det,M44_linguistics_no_det
M44,Parties liées par fusion,linguistics,text_id l00275,"['incorporación', 'de', 'extranjerismos', 'en', 'una', 'lengua']","['N5-FS', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS']",incorporación de extranjerismos en una lengua,el principio los principales problemas que aparecen en una primera fase deincorporación de extranjerismos en una lengua. Los ejemplos siguientes representan un fragmento ilustrativo de cada texto que,['E6--FS'],TRUE,indef,M44_linguistics_indef
M44,Parties liées par fusion,linguistics,text_id l00275,"['incorporación', 'de', 'neologismos', 'en', 'una', 'lengua', 'sería', 'la', 'de']","['N5-FS', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS', 'VDC6S-', 'AFS', 'P']",incorporación de neologismos en una lengua sería la de,"lengua receptora con un solo significado . La segunda etapa de laincorporación de neologismos en una lengua sería la dela asimilación ( gráfica , fónica y morfológica o gramatical ) .","['E6--FS', 'AFS']",TRUE,mix,M44_linguistics_mix
M44,Parties liées par fusion,computer_science,text_id i00130,"['integración', 'de', 'voz', 'y', 'datos', 'en', 'una', 'red']","['N5-FS', 'P', 'N5-FS', 'C', 'N5-MP', 'P', 'E6--FS', 'N5-FS']",integración de voz y datos en una red,"control por ordenador de las centrales las hacen ideales como mecanismo paraintegración de voz y datos en una red. Las PBX son , en resumen , el camino para la",['E6--FS'],TRUE,indef,M44_computer_science_indef
M44,Parties liées par fusion,general,text_id g20752,"['integración', 'de', 'Kosovo', 'en', 'Serbia', 'con', 'una', 'autonomía']","['N5-FS', 'P', 'N4666', 'P', 'N4666', 'P', 'E6--FS', 'N5-FS']",integración de Kosovo en Serbia con una autonomía,"mientras que los serbios aceptarían algunas soluciones ( por ejemplo , laintegración de Kosovo en Serbia con una autonomíamuy grande o incluso una partición ) , pero nunca la independencia",['E6--FS'],FALSE,indef,M44_general_indef
M44,Parties liées par fusion,computer_science,text_id i00066,"['integración', 'de', 'los', 'tipos', 'de', 'datos', 'en', 'una', 'aplicación', 'en', 'concreto']","['N5-FS', 'P', 'AMP', 'N5-MP', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS', 'P', 'JQ--MS']",integración de los tipos de datos en una aplicación en concreto,"Por un lado , se pretende ilustrar los diferentes grados posibles deintegración de los tipos de datos en una aplicación en concreto, se presenta un enunciado que reusa completamente dos tipos de datos","['AMP', 'E6--FS']",TRUE,mix,M44_computer_science_mix
M45,Parties liées par inclusion,general,text_id g00160,"['clasificación', 'de', 'las', 'sociedades', 'en', 'la', 'historia']","['N5-FS', 'P', 'AFP', 'N5-FP', 'P', 'AFS', 'N5-FS']",clasificación de las sociedades en la historia,"Atendiendo a la estructura de el proceso de producción Marx hace unaclasificación de las sociedades en la historia, que demuestra esa evolución : esclavista , clásica , feudal ,","['AFP', 'AFS']",FALSE,def,M45_general_def
M45,Parties liées par inclusion,general,text_id g20729,"['integración', 'de', 'los', 'inmigrantes', 'en', 'la', 'sociedad', 'de', 'acogida']","['N5-FS', 'P', 'AMP', 'N5-6P', 'P', 'AFS', 'N5-FS', 'P', 'N5-FS']",integración de los inmigrantes en la sociedad de acogida,derecha para que la Eurocámara deniegue un instrumento fundamental en la verdaderaintegración de los inmigrantes en la sociedad de acogida. Porque la integración requiere participación y la participación conlleva necesariamente la,"['AMP', 'AFS']",FALSE,def,M45_general_def
M45,Parties liées par inclusion,general,text_id g20883,"['integración', 'de', 'Turquía', 'en', 'la', 'UE', 'y']","['N5-FS', 'P', 'N4666', 'P', 'AFS', 'N4666', 'C']",integración de Turquía en la UE y,"a Zapatero el apoyo que "" siempre "" ha prestado a laintegración de Turquía en la UE y, aunque reconoció que la cuestión de Chipre y la negativa de",['AFS'],FALSE,def,M45_general_def
M45,Parties liées par inclusion,general,text_id g20771,"['inclusión', 'de', 'el', 'Guadalquivir', 'en', 'el', 'listado', 'de', 'competencias', 'de']","['N5-FS', 'P', 'AMS', 'N4666', 'P', 'AMS', 'N5-MS', 'P', 'N5-FP', 'P']",inclusión de el Guadalquivir en el listado de competencias de,balanza empieza a inclinar se de el lado de Andalucía . Lainclusión de el Guadalquivir en el listado de competencias deel nuevo Estatuto de autonomía obligará a Madrid a dictar una ley,"['AMS', 'AMS']",FALSE,def,M45_general_def
M45,Parties liées par inclusion,general,text_id g00473,"['inclusión', 'de', 'ingresos', 'extraordinarios', 'en', 'la', 'suma', 'final']","['N5-FS', 'P', 'N5-MP', 'JQ--MP', 'P', 'AFS', 'N5-FS', 'JQ--6S']",inclusión de ingresos extraordinarios en la suma final,"año , la operadora ganó 416.764 millones de pesetas gracias a lainclusión de ingresos extraordinarios en la suma final, contra los 404.151 que ingresó la petrolera . De momento ,",['AFS'],FALSE,def,M45_general_def
M45,Parties liées par inclusion,general,text_id g20041,"['integración', 'de', 'Kosovo', 'en', 'Europa', 'pasaría', 'por', 'permanecer']","['N5-FS', 'P', 'N4666', 'P', 'N4666', 'VDC6S-', 'P', 'VI----']",integración de Kosovo en Europa pasaría por permanecer,"en Yugoslavia , aunque advirtió de que el mejor camino para laintegración de Kosovo en Europa pasaría por permaneceren la federación formada por Serbia y Montenegro . El vicepresidente yugoslavia",[],FALSE,no_det,M45_general_no_det
M45,Parties liées par inclusion,general,text_id g20693,"['ensamblaje', 'de', 'automóviles', 'en', 'Kalmar']","['N5-MS', 'P', 'N5-MP', 'P', 'N4666']",ensamblaje de automóviles en Kalmar,"se con Renault ) , como el cierre de una planta deensamblaje de automóviles en Kalmar, Suecia , tras la experiencia laboral de hacer equipos de diez",[],FALSE,no_det,M45_general_no_det
M45,Parties liées par inclusion,general,text_id g20517,"['inclusión', 'de', 'personas', 'y', 'empresas', 'en', 'listas', 'negras']","['N5-FS', 'P', 'N5-FP', 'C', 'N5-FP', 'P', 'N5-FP', 'JQ--FP']",inclusión de personas y empresas en listas negras,"principios democráticos y amenaza con transformar en instrumento de represión política lainclusión de personas y empresas en listas negras. Para nosotros , los europeos , el fantasma de la persecución",[],FALSE,no_det,M45_general_no_det
M45,Parties liées par inclusion,general,text_id g20967,"['integración', 'de', 'aplicaciones', 'de', 'seguridad', 'en', 'infraestructuras', 'de', 'red', 'de']","['N5-FS', 'P', 'N5-FP', 'P', 'N5-FS', 'P', 'N5-FP', 'P', 'N5-FS', 'P']",integración de aplicaciones de seguridad en infraestructuras de red de,sencillo uso con móvil . Seguridad móvil Optenet está especializada en laintegración de aplicaciones de seguridad en infraestructuras de red deISP ( Proveedores_de_Servicios_de_Internet ) y operadoras móviles . Uno de sus puntos,[],FALSE,no_det,M45_general_no_det
M45,Parties liées par inclusion,general,text_id g00592,"['inclusión', 'de', 'una', 'Fe', 'de', 'errores', 'en', 'el', 'periódico', 'para', 'descubrir', 'que']","['N5-FS', 'P', 'E6--FS', 'N4666', 'P', 'N5-MP', 'P', 'AMS', 'N5-MS', 'P', 'VI----', 'C']",inclusión de una Fe de errores en el periódico para descubrir que,", obligar a el lector a que consulte cada día la posibleinclusión de una Fe de errores en el periódico para descubrir queel día anterior ha leído una falsa noticia . El dato equivocado","['E6--FS', 'AMS']",FALSE,mix,M45_general_mix
M45,Parties liées par inclusion,general,text_id g20692,"['clasificaciones', 'de', 'centros', 'sólo', 'basándo', 'se', 'en', 'el', 'resultado', 'de', 'una', 'prueba']","['N5-FP', 'P', 'N5-MP', 'D', 'VG----', 'REE6366', 'P', 'AMS', 'N5-MS', 'P', 'E6--FS', 'N5-FS']",clasificaciones de centros sólo basándo se en el resultado de una prueba,"en su contexto para detectar los problemas y aportar soluciones . Lasclasificaciones de centros sólo basándo se en el resultado de una prueba, sin más factores , sólo genera desconfianza hacia las evaluaciones ,","['AMS', 'E6--FS']",FALSE,mix,M45_general_mix
M45,Parties liées par inclusion,general,text_id g20752,"['integración', 'de', 'Kosovo', 'en', 'Serbia', 'con', 'una', 'autonomía']","['N5-FS', 'P', 'N4666', 'P', 'N4666', 'P', 'E6--FS', 'N5-FS']",integración de Kosovo en Serbia con una autonomía,"mientras que los serbios aceptarían algunas soluciones ( por ejemplo , laintegración de Kosovo en Serbia con una autonomíamuy grande o incluso una partición ) , pero nunca la independencia",['E6--FS'],FALSE,indef,M45_general_indef
M45,Parties liées par inclusion,computer_science,text_id i00090,"['integración', 'de', 'la', 'formación', 'en', 'la', 'empresa']","['N5-FS', 'P', 'AFS', 'N5-FS', 'P', 'AFS', 'N5-FS']",integración de la formación en la empresa,"secuencias de formación en el mismo puesto de trabajo informatizado . Laintegración de la formación en la empresa, en el puesto de trabajo o en una sala especializada es","['AFS', 'AFS']",TRUE,def,M45_computer_science_def
M45,Parties liées par inclusion,computer_science,text_id i00138,"['Clasificación', 'de', 'servicios', 'en', 'ATM', 'Nivel', 'ATM', 'El']","['N5-FS', 'P', 'N5-MP', 'P', 'N4666', 'N5-MS', 'N4666', 'AMS']",Clasificación de servicios en ATM Nivel ATM El,los diferentes servicios que ofrece el nivel de adaptación de ATM .Clasificación de servicios en ATM Nivel ATM Elnivel ATM es el responsable de añadir el campo de cabecera para,['AMS'],TRUE,def,M45_computer_science_def
M45,Parties liées par inclusion,computer_science,text_id i00134,"['integración', 'de', 'la', 'tecnología', 'en', 'la', 'oficina']","['N5-FS', 'P', 'AFS', 'N5-FS', 'P', 'AFS', 'N5-FS']",integración de la tecnología en la oficina,"hombre - máquina . Estos elementos conforman los tres ejes de laintegración de la tecnología en la oficina( ofimática ): comunicabilidad ( comunicaciones ), computabilidad ( ordenador personal ","['AFS', 'AFS']",TRUE,def,M45_computer_science_def
M45,Parties liées par inclusion,computer_science,text_id i00057,"['integración', 'de', 'las', 'capacidades', 'Cliente-Servidor', 'en', 'Visual_FoxPro']","['N5-FS', 'P', 'AFP', 'N5-FP', 'N4666', 'P', 'N4666']",integración de las capacidades Cliente-Servidor en Visual_FoxPro,"servidores SQL sin necesidad de teclear largas listas de comandos . Estaintegración de las capacidades Cliente-Servidor en Visual_FoxPro, facilitará , sin duda , la extensión de el desarrollo de",['AFP'],TRUE,def,M45_computer_science_def
M45,Parties liées par inclusion,computer_science,text_id i00066,"['integración', 'de', 'los', 'tipos', 'de', 'datos', 'en', 'una', 'aplicación', 'en', 'concreto']","['N5-FS', 'P', 'AMP', 'N5-MP', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS', 'P', 'JQ--MS']",integración de los tipos de datos en una aplicación en concreto,"Por un lado , se pretende ilustrar los diferentes grados posibles deintegración de los tipos de datos en una aplicación en concreto, se presenta un enunciado que reusa completamente dos tipos de datos","['AMP', 'E6--FS']",TRUE,mix,M45_computer_science_mix
M45,Parties liées par inclusion,computer_science,text_id i00119,"['inclusión', 'de', 'una', 'firma', 'digital', 'en', 'el', 'mensaje']","['N5-FS', 'P', 'E6--FS', 'N5-FS', 'JQ--6S', 'P', 'AMS', 'N5-MS']",inclusión de una firma digital en el mensaje,"un valor de autenticación No repudio de el origen , mediante lainclusión de una firma digital en el mensaje. Dicha inclusión supone la implantación simultánea de los servicios de integridad","['E6--FS', 'AMS']",TRUE,mix,M45_computer_science_mix
M45,Parties liées par inclusion,computer_science,text_id i00138,"['ordenamiento', 'de', 'las', 'ráfagas', 'de', 'datos', 'en', 'una', 'secuencia', 'dentro', 'de', 'cada']","['N5-MS', 'P', 'AFP', 'N5-FP', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS', 'D4', 'P', 'JN--6S']",ordenamiento de las ráfagas de datos en una secuencia dentro de cada,") se requiere una sincronización muy fuerte , lo que implica elordenamiento de las ráfagas de datos en una secuencia dentro de cadacanal , lo que se conoce como TDMA ( Time-Division_Multiple_Access ). Una","['AFP', 'E6--FS']",TRUE,mix,M45_computer_science_mix
M45,Parties liées par inclusion,computer_science,text_id i00079,"['Agrupamiento', 'de', 'caracteres', 'y', 'palabras', 'en', 'cajas']","['N5-MS', 'P', 'N5-MP', 'C', 'N5-FP', 'P', 'N5-6P']",Agrupamiento de caracteres y palabras en cajas,lineal o léxico de el análisis en un formador de textos .Agrupamiento de caracteres y palabras en cajas. Las cajas en TEX se pueden construir a partir de cajas,[],TRUE,no_det,M45_computer_science_no_det
M45,Parties liées par inclusion,computer_science,text_id i00164,"['integración', 'de', 'servicios', 'en', 'WiMAX']","['N5-FS', 'P', 'N5-MP', 'P', 'N4666']",integración de servicios en WiMAX,"aplicaciones cuyos tráficos tienen características muy diferenciadas , como ocurre con laintegración de servicios en WiMAX. Para ello , sobre una red experimental Wimax desplegada en el",[],TRUE,no_det,M45_computer_science_no_det
M45,Parties liées par inclusion,computer_science,text_id i00137,"['clasificación', 'de', 'una', 'descripción', 'de', 'problema', 'en', 'clases', 'de', 'problemas', 'dados']","['N5-FS', 'P', 'E6--FS', 'N5-FS', 'P', 'N5-MS', 'P', 'N5-FP', 'P', 'N5-MP', 'HMP']",clasificación de una descripción de problema en clases de problemas dados,", diagnóstico de fallos , creación de una recomendación de reparación ,clasificación de una descripción de problema en clases de problemas dadospreviamente ). Los objetos de el dominio de el problema y sus",['E6--FS'],TRUE,indef,M45_computer_science_indef
M45,Parties liées par inclusion,law,text_id d00040,"['clasificación', 'de', 'el', 'trabajador', 'en', 'orden', 'a', 'la', 'categoría']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'N5-6S', 'P', 'AFS', 'N5-FS']",clasificación de el trabajador en orden a la categoría,en el Comercio . Clasificación profesional. Norma general 37.1 El acto declasificación de el trabajador en orden a la categoríaprofesional se llevará a efecto por la dirección de la empresa y,"['AMS', 'AFS']",TRUE,def,M45_law_def
M45,Parties liées par inclusion,law,text_id d00242,"['integración', 'de', 'actos', 'parciales', 'en', 'la', 'globalidad', 'de', 'el', 'sistema']","['N5-FS', 'P', 'N5-MP', 'JQ--6P', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",integración de actos parciales en la globalidad de el sistema,"de sus respectivas competencias , de tal modo que se logre laintegración de actos parciales en la globalidad de el sistema. En este marco , se configuran en la Ley una serie","['AFS', 'AMS']",TRUE,def,M45_law_def
M45,Parties liées par inclusion,law,text_id d00061,"['inclusión', 'de', 'los', 'grupos', 'mencionados', 'en', 'el', 'campo', 'de', 'aplicación', 'de']","['N5-FS', 'P', 'AMP', 'N5-MP', 'VC--PM', 'P', 'AMS', 'N5-MS', 'P', 'N5-FS', 'P']",inclusión de los grupos mencionados en el campo de aplicación de,"en los Regímenes_Especiales , según proceda , siempre que resulte obligatoria lainclusión de los grupos mencionados en el campo de aplicación dedichos Regímenes . Estructura de el sistema de la Seguridad_Social El sistema","['AMP', 'AMS']",TRUE,def,M45_law_def
M45,Parties liées par inclusion,law,text_id d00160,"['inclusión', 'de', 'el', 'Real_Decreto', 'impugnado', 'en', 'la', 'Orden', 'de', 'el', 'día']","['N5-FS', 'P', 'AMS', 'N4666', 'VC--SM', 'P', 'AFS', 'N4666', 'P', 'AMS', 'N5-MS']",inclusión de el Real_Decreto impugnado en la Orden de el día,"de la Subsecretaría de ese Ministerio , mostrando su conformidad con lainclusión de el Real_Decreto impugnado en la Orden de el díade la Comisión_General_de_Secretarios_de_Estado y Subsecretarios ; d) la afirmación de que el","['AMS', 'AFS', 'AMS']",TRUE,def,M45_law_def
M45,Parties liées par inclusion,law,text_id d00028,"['integración', 'de', 'los', 'planes', 'de', 'pensiones', 'en', 'el', 'fondo', 'se', 'harán', 'constar']","['N5-FS', 'P', 'AMP', 'N5-MP', 'P', 'N5-FP', 'P', 'AMS', 'N5-MS', 'R6EZZZZ', 'VDU3P-', 'VI----']",integración de los planes de pensiones en el fondo se harán constar,Inscripción de planes de pensiones En la inscripción de los acuerdos deintegración de los planes de pensiones en el fondo se harán constarlas siguientes circunstancias : La identidad de el promotor o promotores de,"['AMP', 'AMS']",TRUE,def,M45_law_def
M45,Parties liées par inclusion,medicine,text_id m00183,"['ensamblaje', 'de', 'las', 'partículas', 'ribosómicas', 'en', 'el', 'nucleolo']","['N5-MS', 'P', 'AFP', 'N5-FP', 'JQ--FP', 'P', 'AMS', 'N5-MS']",ensamblaje de las partículas ribosómicas en el nucleolo,"metilos juegan un papel en el procesamiento . Cuando se termina elensamblaje de las partículas ribosómicas en el nucleolo, se trasladan - por mecanismos aún desconocidos - a el citoplasma","['AFP', 'AMS']",TRUE,def,M45_medicine_def
M45,Parties liées par inclusion,medicine,text_id m00036,"['integración', 'de', 'el', 'DNA', 'de', 'el', 'virus', 'en', 'el', 'DNA', 'de', 'la', 'bacteria']","['N5-FS', 'P', 'AMS', 'N4666', 'P', 'AMS', 'N5-M6', 'P', 'AMS', 'N4666', 'P', 'AFS', 'N5-FS']",integración de el DNA de el virus en el DNA de la bacteria,mantenimiento y liberación . El establecimiento de el estado profago requiere laintegración de el DNA de el virus en el DNA de la bacteriay la inactivación de las funciones líticas de el virus . Estos,"['AMS', 'AMS', 'AMS', 'AFS']",TRUE,def,M45_medicine_def
M45,Parties liées par inclusion,medicine,text_id m00145,"['integración', 'de', 'el', 'DNA_del_VHB', 'en', 'el', 'genoma', 'de', 'los', 'hepatocitos']","['N5-FS', 'P', 'AMS', 'N4666', 'P', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP']",integración de el DNA_del_VHB en el genoma de los hepatocitos,ocurren durante la progresión a hepatocarcinoma . Recientemente se ha demostrado laintegración de el DNA_del_VHB en el genoma de los hepatocitosque desarrollan transformación maligna . Esta integración de el DNA_del_VHB se ha,"['AMS', 'AMS', 'AMP']",TRUE,def,M45_medicine_def
M45,Parties liées par inclusion,medicine,text_id m00693,"['integración', 'de', 'el', 'genoma', 'de', 'los', 'virus', 'en', 'los', 'cromosomas', 'de', 'las', 'células']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-M6', 'P', 'AMP', 'N5-MP', 'P', 'AFP', 'N5-FP']",integración de el genoma de los virus en los cromosomas de las células,"en los cromosomas , la recombinación de el ADN interviene en laintegración de el genoma de los virus en los cromosomas de las células, en la replicación de algunos bacteriófagos , en la diversidad de","['AMS', 'AMP', 'AMP', 'AFP']",TRUE,def,M45_medicine_def
M45,Parties liées par inclusion,medicine,text_id m00927,"['inclusión', 'de', 'los', 'participantes', 'en', 'el', 'estudio']","['N5-FS', 'P', 'AMP', 'N5-6P', 'P', 'AMS', 'N5-MS']",inclusión de los participantes en el estudio,"de alcohol ; esto último podría estar justificado según los criterios deinclusión de los participantes en el estudio, todos cumplían criterios de abuso y  o dependencia de alcohol","['AMP', 'AMS']",TRUE,def,M45_medicine_def
M45,Parties liées par inclusion,environment,text_id a00045,"['inclusión', 'de', 'el', 'hombre', 'en', 'el', 'área', 'de', 'estudio', 'de']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N5-FS', 'P', 'N5-MS', 'P']",inclusión de el hombre en el área de estudio de,"de la ciencia . Quiero ir más allá y añadir que lainclusión de el hombre en el área de estudio dela ecología general , no sólo puede contribuir a iluminar los problemas","['AMS', 'AMS']",TRUE,def,M45_environment_def
M45,Parties liées par inclusion,environment,text_id a00026,"['clasificaciones', 'de', 'los', 'sistemas', 'ordenados', 'en', 'función', 'de', 'los', 'parámetros']","['N5-FP', 'P', 'AMP', 'N5-MP', 'VC--PM', 'P', 'N5-FS', 'P', 'AMP', 'N5-MP']",clasificaciones de los sistemas ordenados en función de los parámetros,mejores resultados . Distintos sistemas de ordenadores Pueden establecer se muy distintasclasificaciones de los sistemas ordenados en función de los parámetrosque se consideren en cada momento . Para el uso de ordenadores,"['AMP', 'AMP']",TRUE,def,M45_environment_def
M45,Parties liées par inclusion,environment,text_id a00319,"['integración', 'de', 'las', 'energías', 'renovables', 'en', 'los', 'edificios', 'o', 'la', 'mejora']","['N5-FS', 'P', 'AFP', 'N5-FP', 'JQ--6P', 'P', 'AMP', 'N5-MP', 'C', 'AFS', 'N5-FS']",integración de las energías renovables en los edificios o la mejora,"sostenibilidad en arquitectura , conjuntamente con la investigación tecnológica enfocada hacia laintegración de las energías renovables en los edificios o la mejorade las propiedades ecológicas de los materiales de construcción , como su","['AFP', 'AMP', 'AFS']",TRUE,def,M45_environment_def
M45,Parties liées par inclusion,environment,text_id a00290,"['integración', 'de', 'los', 'instrumentos', 'económicos', 'en', 'las', 'políticas', 'en', 'favor', 'de']","['N5-FS', 'P', 'AMP', 'N5-MP', 'JQ--MP', 'P', 'AFP', 'N5-FP', 'P', 'N5-MS', 'P']",integración de los instrumentos económicos en las políticas en favor de,"de sus efectos sobre los distintos agentes y grupos sociales ; laintegración de los instrumentos económicos en las políticas en favor deun mejor entorno ( internalización de los efectos externos cuantificables a_través ,","['AMP', 'AFP']",TRUE,def,M45_environment_def
M45,Parties liées par inclusion,environment,text_id a00324,"['integración', 'a', 'el', 'PNAA', 'En', 'el', 'año', '2005']","['N5-FS', 'P', 'AMS', 'N4666', 'P', 'AMS', 'N5-MS', 'X']",integración a el PNAA En el año 2005,"de esta operación en cada establecimiento . Inicio de el compromiso eintegración a el PNAA En el año 2005, la PROFEPA , conjuntamente con la Secretaría_de_Turismo ( SECTUR ) ,","['AMS', 'AMS']",TRUE,def,M45_environment_def
M45,Parties liées par inclusion,environment,text_id a00299,"['inclusión', 'de', 'especies', 'de', 'insectos', 'vulnerables', 'en', 'listas', 'rojas', 'parece', 'de']","['N5-FS', 'P', 'N5-FP', 'P', 'N5-MP', 'JQ--6P', 'P', 'N5-FP', 'JQ--FP', 'VDR3S-', 'P']",inclusión de especies de insectos vulnerables en listas rojas parece de,"para distintos catálogos de especies amenazadas Especies propuestas Catálogo_de_Fauna_Invertebrada_Amenazada_de_la_Región_de_Murcia Catálogo_Nacional_de_Especies_Amenazadas_Amenazadas Lista_Roja_de_la_UICN Lainclusión de especies de insectos vulnerables en listas rojas parece dedudosa utilidad ya que , en general , no es posible aplicar",[],TRUE,no_det,M45_environment_no_det
M45,Parties liées par inclusion,medicine,text_id m00183,"['ensamblaje', 'de', 'nucleosomas', 'basado', 'en', 'estudio', 'realizados', 'con', 'huevos']","['N5-MS', 'P', 'N5-MP', 'VC--SM', 'P', 'N5-MS', 'VC--PM', 'P', 'N5-MP']",ensamblaje de nucleosomas basado en estudio realizados con huevos,"nucleosomas ya formados . Recientemente ha sido propuesto un modelo para elensamblaje de nucleosomas basado en estudio realizados con huevosde rana que se dividen rápida mente . En estos trabajos ,",[],TRUE,no_det,M45_medicine_no_det
M45,Parties liées par inclusion,medicine,text_id m00841,"['agrupamiento', 'de', 'genes', 'en', 'cromosomas', 'homólogos']","['N5-MS', 'P', 'N5-MP', 'P', 'N5-MP', 'JQ--MP']",agrupamiento de genes en cromosomas homólogos,anatomías comparadas de los genomas de diversas especies que tienen segmentos yagrupamiento de genes en cromosomas homólogos. Cuando hay genes que están en un mismo cromosoma se dice,[],TRUE,no_det,M45_medicine_no_det
