cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum
M52,Parties liées par inclusion,general,text_id g00458,"['la', 'Unión_Europea', 'no', 'comprenden', 'la', 'resistencia']","['AFS', 'N4666', 'D', 'VDR3P-', 'AFS', 'N5-FS']",la Unión_Europea no comprenden la resistencia,". Sin_embargo , no dejo de preguntar me por_qué los EE_UU yla Unión_Europea no comprenden la resistenciaque opone Yugoslavia a la entrega de Milosevic a el Tribunal_Penal_Internacional (","['AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20639,"['El', 'proceso', 'no', 'incluía', 'el', 'cargo', 'de', 'difamación']","['AMS', 'N5-MS', 'D', 'VDA6S-', 'AMS', 'N5-MS', 'P', 'N5-FS']",El proceso no incluía el cargo de difamación,"de 50.000 euros por perjuicio moral y otros 4.000 por gastos .El proceso no incluía el cargo de difamación, es decir , que el letrado de el príncipe no se","['AMS', 'AMS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20930,"['La', 'norma', 'no', 'incluye', 'la', 'gratuidad', 'de', 'el', 'tratamiento']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",La norma no incluye la gratuidad de el tratamiento,"de el PP , será debatida en febrero en el Senado .La norma no incluye la gratuidad de el tratamiento, que de momento sólo ofrecen Andalucía y Extremadura - que envía","['AFS', 'AFS', 'AMS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20698,"['La', 'memoria', 'no', 'incluye', 'una', 'lista', 'de', 'trabajadores', 'afectados']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'VC--PM']",La memoria no incluye una lista de trabajadores afectados,año trabajado y prevé que Seat acabe 2005 con pérdidas operativas .La memoria no incluye una lista de trabajadores afectados. Tras mantener una reunión con los sindicatos para comunicar les la,"['AFS', 'E6--FS']",FALSE,mix
M52,Parties liées par inclusion,general,text_id g20350,"['la', 'Casa_Blanca', 'no', 'debería', 'conllevar', 'una', 'derrota', 'de', 'Estados_Unidos', 'ni']","['AFS', 'N4666', 'D', 'VDC6S-', 'VI----', 'E6--FS', 'N5-FS', 'P', 'N4666', 'C']",la Casa_Blanca no debería conllevar una derrota de Estados_Unidos ni,sea el antibushismo . El desastre provocado por el actual titular dela Casa_Blanca no debería conllevar una derrota de Estados_Unidos nien el supuesto de que el republicano revalidara la presidencia en las,"['AFS', 'E6--FS']",FALSE,mix
M52,Parties liées par inclusion,general,text_id g20962,"['Las', 'cifras', 'no', 'incluyen', 'las', 'inversiones', 'foráneas', 'en', 'el']","['AFP', 'N5-FP', 'D', 'VDR3P-', 'AFP', 'N5-FP', 'JQ--FP', 'P', 'AMS']",Las cifras no incluyen las inversiones foráneas en el,"más que en 2005 , informó hoy el ministerio de Comercio .Las cifras no incluyen las inversiones foráneas en elsector financiero , aclaró el titular de Comercio_Bo_Xilai . Las compañías extranjeras","['AFP', 'AFP', 'AMS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20022,"['los', 'magistrados', 'no', 'se', 'comprendía', 'la', 'reacción', 'gubernamental', 'ante', 'una']","['AMP', 'N5-MP', 'D', 'R6EZZZZ', 'VDA6S-', 'AFS', 'N5-FS', 'JQ--6S', 'P', 'E6--FS']",los magistrados no se comprendía la reacción gubernamental ante una,"Supremo explicaron ayer que en las conversaciones de los últimos días entrelos magistrados no se comprendía la reacción gubernamental ante unadecisión técnica , en función de la capacidad de perseguir el terrorismo","['AMP', 'AFS', 'E6--FS']",FALSE,mix
M52,Parties liées par inclusion,general,text_id g00482,"['la', 'materia', 'no', 'incluye', 'los', 'acontecimientos', 'contemporáneos']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'AMP', 'N5-MP', 'JQ--MP']",la materia no incluye los acontecimientos contemporáneos,"historia sobre el golpe de Estado , pero el programa tradicional dela materia no incluye los acontecimientos contemporáneos. La historia política reciente de los argentinos sale a la luz","['AFS', 'AMP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g00427,"['el', 'acta', 'no', 'incluya', 'los', 'hechos', 'es', 'lo']","['AMS', 'N5-FS', 'D', 'VJR6S-', 'AMP', 'N5-MP', 'VDR3S-', 'ANS']",el acta no incluya los hechos es lo,"se produjo , se encontraba de espaldas a la misma . Queel acta no incluya los hechos es loque ha inducido a Competición a actuar de oficio . El Barça","['AMS', 'AMP', 'ANS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20741,"['El', 'acuerdo', 'alcanzado', 'hoy', 'no', 'incluye', 'las', 'investigaciones']","['AMS', 'N5-MS', 'VC--SM', 'D', 'D', 'VDR3S-', 'AFP', 'N5-FP']",El acuerdo alcanzado hoy no incluye las investigaciones,"ocupar se en su totalidad pasaban a ser contabilizadas como ingresos .El acuerdo alcanzado hoy no incluye las investigacionesque llevan a cabo las autoridades estadounidenses y de Canadá , y","['AMS', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20694,"['los', 'políticos', 'europeos', 'no', 'comprenden', 'la', 'incertidumbre', 'en']","['AMP', 'N5-MP', 'JQ--MP', 'D', 'VDR3P-', 'AFS', 'N5-FS', 'P']",los políticos europeos no comprenden la incertidumbre en,tenemos presupuesto qué le vamos a decir a la gente ? Quelos políticos europeos no comprenden la incertidumbre enque viven los ciudadanos . Es difícil explicar a la gente sencilla,"['AMP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,economy,text_id e00131,"['los', 'ingleses', 'no', 'siempre', 'comprendieron', 'las', 'complejidades', 'de', 'los', 'derechos']","['AMP', 'N5-MP', 'D', 'D', 'VDP3P-', 'AFP', 'N5-FP', 'P', 'AMP', 'N5-MP']",los ingleses no siempre comprendieron las complejidades de los derechos,", que formaron el vínculo recaudador entre ingleses y labriegos . Comolos ingleses no siempre comprendieron las complejidades de los derechosconsuetudinarios , estas clases indias , que ya eran ricas , se","['AMP', 'AFP', 'AMP']",TRUE,def
M52,Parties liées par inclusion,economy,text_id e00118,"['El', 'período', 'de', 'despegue', 'no', 'incluye', 'el', 'período', 'de', 'más', 'rápido']","['AMS', 'N5-MS', 'P', 'N5-MS', 'D', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'D', 'JQ--MS']",El período de despegue no incluye el período de más rápido,"nacionales ante un cambio desfavorable en el ambiente internacional , etc. #tf#El período de despegue no incluye el período de más rápidocrecimiento industrial o aquel en que maduró la industria en gran escala","['AMS', 'AMS']",TRUE,def
M52,Parties liées par inclusion,general,text_id g20193,"['la', 'idea', 'es', 'ir', 'comprendiendo', 'la', 'historia', 'no', 'no', 'memorizándo']","['AFS', 'N5-FS', 'VDR3S-', 'VI----', 'VG----', 'AFS', 'N5-FS', 'D', 'D', 'VG----']",la idea es ir comprendiendo la historia no no memorizándo,"a tratar de buscar más , más información , o sea ,la idea es ir comprendiendo la historia no no memorizándola construyes resumen ? sí cómo los construyes , a ver ,","['AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g00513,"['la', 'PESD', 'no', 'incluye', 'la', 'lucha', 'contra', 'el', 'terrorismo']","['AFS', 'N4666', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",la PESD no incluye la lucha contra el terrorismo,"jurídico-penal ' , que incluye un acuerdo sobre extradiciones . Hoy ,la PESD no incluye la lucha contra el terrorismoy está centrada en la creación de una Fuerza_de_Reacción_Rápida , no un","['AFS', 'AFS', 'AMS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20084,"['la', 'OTAN', 'a', 'Irak', 'no', 'incluye', 'el', 'uso', 'automático', 'de', 'la']","['AFS', 'N4666', 'P', 'N4666', 'D', 'VDR3S-', 'AMS', 'N5-MS', 'JQ--MS', 'P', 'AFS']",la OTAN a Irak no incluye el uso automático de la,"dos cortezas de cerdo sabrosas como una bendición . El ultimátum dela OTAN a Irak no incluye el uso automático de lafuerza Sábado , 9_de_noviembre_de_2002 ACOSO A IRAK El ultimátum de la OTAN","['AFS', 'AMS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20373,"['la', 'Constitución', 'no', 'se', 'incluyese', 'la', 'referencia', 'a', 'Dios']","['AFS', 'N4666', 'D', 'R6EZZZZ', 'VJA6S-', 'AFS', 'N5-FS', 'P', 'N4666']",la Constitución no se incluyese la referencia a Dios,los cambios . Es la iglesia preocupada porque en el preámbulo dela Constitución no se incluyese la referencia a Dios. Y hay otra parte muy tradicional & l s q b,"['AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20577,"['La', 'rehabilitación', 'no', 'incluirá', 'la', 'revisión', 'de', 'sentencias', 'de']","['AFS', 'N5-FS', 'D', 'VDU3S-', 'AFS', 'N5-FS', 'P', 'N5-FP', 'P']",La rehabilitación no incluirá la revisión de sentencias de,"una comisión presidida por la vicepresidenta María_Teresa_Fernández_de_la_Vega , según fuentes gubernamentales .La rehabilitación no incluirá la revisión de sentencias deconsejos de guerra , ya que el Gobierno pretende evitar efectos perturbadores","['AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20339,"['el', 'aeropuerto', 'no', 'conlleva', 'la', 'anulación', 'de', 'este', 'plan']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'ED--MS', 'N5-MS']",el aeropuerto no conlleva la anulación de este plan,". La fuentes consultadas matizaron que la recuperación de el trazado porel aeropuerto no conlleva la anulación de este plan, ya que incluiría el soterramiento de la actual estación y vías","['AMS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20362,"['las', 'declaraciones', 'de', 'objetivos', 'no', 'incluían', 'la', 'vía', 'para', 'alcanzar', 'los']","['AFP', 'N5-FP', 'P', 'N5-MP', 'D', 'VDA3P-', 'AFS', 'N5-FS', 'P', 'VI----', 'REEC3MP']",las declaraciones de objetivos no incluían la vía para alcanzar los,"que el Gobierno lanzaba globos sonda por falta de criterio , quelas declaraciones de objetivos no incluían la vía para alcanzar los, que se evitaba tomar decisiones para no agraviar a posibles aliados","['AFP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20413,"['el', 'argumentario', 'de', 'San_Millán_de_la_Cogolla', 'no', 'incluía', 'la', 'referencia', 'a', 'la', 'Conferencia']","['AMS', 'N5-MS', 'P', 'N4666', 'D', 'VDA6S-', 'AFS', 'N5-FS', 'P', 'AFS', 'N4666']",el argumentario de San_Millán_de_la_Cogolla no incluía la referencia a la Conferencia,"de el PP , de las que dijo : No sabemos siel argumentario de San_Millán_de_la_Cogolla no incluía la referencia a la Conferenciay por eso han sido incapaces de dar su posición . Ante","['AMS', 'AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20297,"['la', 'universidad', 'y', 'ya', 'ni', 'cuento', 'las', 'amenazas', 'de', 'muerte']","['AFS', 'N5-FS', 'C', 'D', 'C', 'VDR1S-', 'AFP', 'N5-FP', 'P', 'N5-FS']",la universidad y ya ni cuento las amenazas de muerte,miedo a mis libros . Hace un año casi me echan dela universidad y ya ni cuento las amenazas de muerte. Mis colegas me dijeron que me apoyaban en privado y les,"['AFS', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20691,"['la', 'ecuación', 'ni', 'si', 'ésta', 'incluirá', 'el', 'término', 'nación', 'para', 'Catalunya']","['AFS', 'N5-FS', 'C', 'C', 'RD---FS', 'VDU3S-', 'AMS', 'N5-MS', 'N5-FS', 'P', 'N4666']",la ecuación ni si ésta incluirá el término nación para Catalunya,"que la única nación es España . No explicó cómo se resuelvela ecuación ni si ésta incluirá el término nación para Catalunya, pero aseguró que , por_lo_menos , hay otras ocho fórmulas viables","['AFS', 'AMS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g00467,"['el', 'paquete', 'no', 'incluye', 'la', 'venta', 'de', 'destructores', 'Arleigh_Burke']","['AMS', 'N5-6S', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'JQ--MP', 'N4666']",el paquete no incluye la venta de destructores Arleigh_Burke,", en contra de el deseo de las autoridades de Taipei ,el paquete no incluye la venta de destructores Arleigh_Burkeequipados con el sistema Aegis , ni tampoco de helicópteros Apache ,","['AMS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20806,"['La', 'interconexión', 'no', 'sólo', 'incluye', 'los', 'centros', 'de', 'datos', 'y']","['AFS', 'N5-FS', 'D', 'D', 'VDR3S-', 'AMP', 'N5-MP', 'P', 'N5-MP', 'C']",La interconexión no sólo incluye los centros de datos y,"tiempo real a la vez que se volcaran instantáneamente en Yahoo !La interconexión no sólo incluye los centros de datos ya el comité organizador , sino que se amplia a los centros","['AFS', 'AMP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g21028,"['las', 'consejerías', 'y', 'no', 'incluye', 'las', 'ayudas', 'concedidas', 'por', 'empresas']","['AFP', 'N5-FP', 'C', 'D', 'VDR3S-', 'AFP', 'N5-FP', 'VC--PF', 'P', 'N5-FP']",las consejerías y no incluye las ayudas concedidas por empresas,"el mandato de el PP , recoge sólo los convenios suscritos porlas consejerías y no incluye las ayudas concedidas por empresasy organismos públicos , ni la publicidad institucional , ni los contratos","['AFP', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20834,"['el', 'Celta', 'incluyó', 'una', 'cláusula', 'para', 'no', 'jugar']","['AMS', 'N4666', 'VDP3S-', 'E6--FS', 'N5-FS', 'P', 'D', 'VI----']",el Celta incluyó una cláusula para no jugar,". Siguieron el ejemplo de Revivo , que en su contrato conel Celta incluyó una cláusula para no jugaren Yom_Kipur . Los casos se suceden . Steven Cohen , medio","['AMS', 'E6--FS']",FALSE,mix
M52,Parties liées par inclusion,general,text_id g00161,"['El', 'zarismo', 'no', 'comprende', 'la', 'Revolución_Industrial']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'AFS', 'N4666']",El zarismo no comprende la Revolución_Industrial,"nueva situación de el Estado también es una de las causas .El zarismo no comprende la Revolución_Industrial. Una prerrevolución o ensayo de revolución es la de 1905 ,","['AMS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20878,"['las', 'solicitudes', 'de', 'los', 'empresarios', 'incluyen', 'la', 'garantía', 'no', 'sólo', 'de']","['AFP', 'N5-FP', 'P', 'AMP', 'N5-MP', 'VDR3P-', 'AFS', 'N5-FS', 'D', 'D', 'P']",las solicitudes de los empresarios incluyen la garantía no sólo de,"las personas que se beneficiarán están ya en Italia . Recordó quelas solicitudes de los empresarios incluyen la garantía no sólo deel puesto de trabajo , sino también de un alojamiento , por","['AFP', 'AMP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20565,"['el', 'Estatuto_de_Autonomía', 'si', 'no', 'se', 'incluye', 'una', 'Carta_de_Derechos_Sociales']","['AMS', 'N4666', 'C', 'D', 'R6EZZZZ', 'VDR3S-', 'E6--FS', 'N4666']",el Estatuto_de_Autonomía si no se incluye una Carta_de_Derechos_Sociales,"el aviso de CC OO_del_País_Valenciano de que no apoyará la reforma deel Estatuto_de_Autonomía si no se incluye una Carta_de_Derechos_Sociales, con 15 puntos , que a el cronista le parecen insoslayables","['AMS', 'E6--FS']",FALSE,mix
M52,Parties liées par inclusion,general,text_id g20144,"['el', 'manifiesto', 'no', 'se', 'incluyeren', 'los', 'antecedentes', 'referidos', 'precedentemente']","['AMS', 'N5-MS', 'D', 'R6EZZZZ', 'VJU3P-', 'AMP', 'N5-MP', 'VC--PM', 'D']",el manifiesto no se incluyeren los antecedentes referidos precedentemente,"de tales conocimientos hijos . En caso que a la presentación deel manifiesto no se incluyeren los antecedentes referidos precedentemente, o si ellos se incorporaren en forma extemporánea , se procederá","['AMS', 'AMP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20393,"['la', 'consulta', 'europea', 'no', 'sólo', 'incluiría', 'la', 'posibilidad', 'de', 'votar', 'a_través_de']","['AFS', 'N5-FS', 'JQ--FS', 'D', 'D', 'VDC6S-', 'AFS', 'N5-FS', 'P', 'VI----', 'D']",la consulta europea no sólo incluiría la posibilidad de votar a_través_de,"el correo postal , y aseguró que , si fuera posible ,la consulta europea no sólo incluiría la posibilidad de votar a_través_deInternet , sino también con mensajes SMS a_través_de el teléfono móvil .","['AFS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20041,"['el', 'PP', 'no', 'comprendieron', 'la', 'actitud', 'de', 'Cascos']","['AMS', 'N4666', 'D', 'VDP3P-', 'AFS', 'N5-FS', 'P', 'N4666']",el PP no comprendieron la actitud de Cascos,"insustituibles ' . Cientos de encuestas Fuentes de la dirección nacional deel PP no comprendieron la actitud de Cascos, pero sí aprovecharon para subrayar que en su época de máximo","['AMS', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g00430,"['la', 'decisión', 'judicial', 'no', 'conlleva', 'la', 'reinstauración', 'inmediata', 'de', 'las']","['AFS', 'N5-FS', 'JQ--6S', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'AFP']",la decisión judicial no conlleva la reinstauración inmediata de las,"los entes transfronterizos creados en el Acuerdo_de_Viernes_Santo de 1998 . Así ,la decisión judicial no conlleva la reinstauración inmediata de lasfunciones negadas unilateralmente a los ministros de el Sinn_Fein , pero fuerza","['AFS', 'AFS', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20082,"['la', 'Convención', 'no', 'incluyera', 'los', 'elementos', 'básicos', 'de', 'la']","['AFS', 'N4666', 'D', 'VJA6S-', 'AMP', 'N5-MP', 'JQ--MP', 'P', 'AFS']",la Convención no incluyera los elementos básicos de la,"sería ilógico que la propuesta constitucional que comenzará a debatir en enerola Convención no incluyera los elementos básicos de laEuropa social , que ya cuenta con una moneda única que funciona","['AFS', 'AMP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20642,"['los', 'cambios', 'de', 'septiembre', 'no', 'incluirán', 'la', 'política', 'antiterrorista']","['AMP', 'N5-MP', 'P', 'N5-MS', 'D', 'VDU3P-', 'AFS', 'N5-FS', 'JQ--6S']",los cambios de septiembre no incluirán la política antiterrorista,"ambos debates son uno o dos , Rajoy sí mantuvo ayer quelos cambios de septiembre no incluirán la política antiterrorista, la territorial y la internacional . El PP mantendrá sus críticas","['AMP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20394,"['la', 'ley', 'no', 'incluía', 'las', 'palabras', 'custodia', 'compartida']","['AFS', 'N5-FS', 'D', 'VDA6S-', 'AFP', 'N5-FP', 'N5-FS', 'VC--SF']",la ley no incluía las palabras custodia compartida,"custodia es en exclusiva de la madre ) . Sí , perola ley no incluía las palabras custodia compartida, lo que ponía muchas trabas a que esto se produjese ,","['AFS', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g20728,"['El', 'Gobierno', 'no', 'comprende', 'las', 'posturas', 'inmovilistas']","['AMS', 'N4666', 'D', 'VDR3S-', 'AFP', 'N5-FP', 'JQ--6P']",El Gobierno no comprende las posturas inmovilistas,"y solidaridad serán respetadas a el final en cualquier negociación estatutaria .El Gobierno no comprende las posturas inmovilistasque reaccionan con miedo ante los cambios , añadió Moraleda . El","['AMS', 'AFP']",FALSE,def
M52,Parties liées par inclusion,general,text_id g00395,"['Los', 'programas', 'no', 'incluyen', 'la', 'historia', 'de', 'Palestina', 'ni']","['AMP', 'N5-MP', 'D', 'VDR3P-', 'AFS', 'N5-FS', 'P', 'N4666', 'C']",Los programas no incluyen la historia de Palestina ni,judíos orientales . La lista de agravios es larga : Educación .Los programas no incluyen la historia de Palestina niprestan atención a nuestra literatura . Cree que es normal que nuestros,"['AMP', 'AFS']",FALSE,def
M52,Parties liées par inclusion,general,text_id g21000,"['la', 'LISI', 'no', 'incluirá', 'el', 'artículo', '17', 'bis', 'y']","['AFS', 'N4666', 'D', 'VDU3S-', 'AMS', 'N5-MS', 'X', 'D', 'C']",la LISI no incluirá el artículo 17 bis y,"Comercio , Joan_Clos , garantizó en el Senado que el texto dela LISI no incluirá el artículo 17 bis yque quedará como estaba previsto inicialmente , informa Europa_Press . El artículo","['AFS', 'AMS']",FALSE,def
M53,Parties liées par inclusion,linguistics,text_id l00463,"['el', 'término', 'no', 'esté', 'incluido', 'en', 'el', 'texto', 'sino']","['AMS', 'N5-MS', 'D', 'VJR6S-', 'VC--SM', 'P', 'AMS', 'N5-MS', 'C']",el término no esté incluido en el texto sino,"encuentre insertado el término . Por otra parte , puede ser queel término no esté incluido en el texto sinoque el documento en sí se denomine « oath_of_executor » . En","['AMS', 'AMS']",TRUE,def
M53,Parties liées par inclusion,linguistics,text_id l00126,"['el', 'país', 'no', 'está', 'incluido', 'en', 'el', 'nombre']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'VC--SM', 'P', 'AMS', 'N5-MS']",el país no está incluido en el nombre,", grupos de trabajo , etc. ) . Si el nombre deel país no está incluido en el nombre, debe añadirse el adjetivo gentilicio correspondiente , o el nombre de","['AMS', 'AMS']",TRUE,def
M53,Parties liées par inclusion,law,text_id d00029,"['el', 'acto', 'no', 'esté', 'comprendido', 'en', 'el', 'objeto', 'social']","['AMS', 'N5-MS', 'D', 'VJR6S-', 'VC--SM', 'P', 'AMS', 'N5-MS', 'JQ--6S']",el acto no esté comprendido en el objeto social,", aun_cuando se desprenda de los Estatutos inscritos en el Registro_Mercantil queel acto no esté comprendido en el objeto social. Retribución. - La retribución de los administradores deberá ser fijada en","['AMS', 'AMS']",TRUE,def
M53,Parties liées par inclusion,law,text_id d00074,"['el', 'apartado', 'anterior', 'cuando', 'no', 'estén', 'incluidos', 'en', 'la', 'contraprestación', 'definida', 'en', 'el']","['AMS', 'N5-MS', 'JQ--6S', 'C', 'D', 'VJR3P-', 'VC--PM', 'P', 'AFS', 'N5-FS', 'VC--SF', 'P', 'AMS']",el apartado anterior cuando no estén incluidos en la contraprestación definida en el,los conceptos a que se refieren las letras a) y b) deel apartado anterior cuando no estén incluidos en la contraprestación definida en elpárrafo precedente . 2.ª La base imponible de las importaciones a que,"['AMS', 'AFS', 'AMS']",TRUE,def
M53,Parties liées par inclusion,law,text_id d00145,"['las', 'fincas', 'no', 'están', 'incluidas', 'en', 'el', 'callejero', 'y']","['AFP', 'N5-FP', 'D', 'VDR3P-', 'VC--PF', 'P', 'AMS', 'N5-MS', 'C']",las fincas no están incluidas en el callejero y,"naturaleza debidamente aprobados por el Ayuntamiento , las calles de ubicación delas fincas no están incluidas en el callejero y, por ello , no era aplicable el Impuesto ahora cuestionado ;","['AFP', 'AMS']",TRUE,def
M53,Parties liées par inclusion,general,text_id g20987,"['la', 'planta', 'de', 'Cádiz', 'no', 'está', 'incluida', 'en', 'la', 'propuesta', 'de', 'compra', 'mundial']","['AFS', 'N5-FS', 'P', 'N4666', 'D', 'VDR3S-', 'VC--SF', 'P', 'AFS', 'N5-FS', 'P', 'N5-FS', 'JQ--6S']",la planta de Cádiz no está incluida en la propuesta de compra mundial,"de asegurar nuevo negocio como resultado de los altos costes operacionales ,la planta de Cádiz no está incluida en la propuesta de compra mundialde el negocio de direcciones , por lo cual no queda otra","['AFS', 'AFS']",FALSE,def
M53,Parties liées par inclusion,general,text_id g20908,"['la', 'tarjeta', 'no', 'está', 'integrada', 'en', 'la', 'placa', 'base']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'VC--SF', 'P', 'AFS', 'N5-FS', 'N5-FS']",la tarjeta no está integrada en la placa base,"y tener al_menos 128 MB de memoria . Funcionará mucho mejor sila tarjeta no está integrada en la placa base, sino de una manera independiente , así se podrá cambiar más","['AFS', 'AFS']",FALSE,def
M53,Parties liées par inclusion,general,text_id g00160,"['la', 'proposición', 'no', 'está', 'incluido', 'en', 'el', 'sujeto']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'VC--SM', 'P', 'AMS', 'N5-MS']",la proposición no está incluido en el sujeto,"es , antes_de_que ocurra , y , además , el predicado dela proposición no está incluido en el sujeto, luego nos informa de algo ( como "" una recta es","['AFS', 'AMS']",FALSE,def
M54,Parties liées par inclusion,computer_science,text_id i00132,"['los', 'documentos', 'no', 'sólo', 'están', 'formados', 'por', 'la', 'información']","['AMP', 'N5-MP', 'D4', 'D4', 'VDR3P-', 'VC--PM', 'P', 'AFS', 'N5-FS']",los documentos no sólo están formados por la información,". Estructura de el documento Desde una concepción orientada a objetos ,los documentos no sólo están formados por la informaciónque se quiere transmitir sino que contienen también datos acerca_de su estructura","['AMP', 'AFS']",TRUE,def
M54,Parties liées par inclusion,general,text_id g00472,"['la', 'Patria', 'no', 'sólo', 'está', 'formada', 'por', 'los', 'ciudadanos']","['AFS', 'N4666', 'D', 'D', 'VDR3S-', 'VC--SF', 'P', 'AMP', 'N5-MP']",la Patria no sólo está formada por los ciudadanos,". El honor inmenso de servir a la patria inmortal . Porquela Patria no sólo está formada por los ciudadanosque en un momento dado habiten en su territorio , sino por","['AFS', 'AMP']",FALSE,def
M55,Parties liées par inclusion,environment,text_id a00042,"['integración', 'de', 'la', 'luz', 'recibida', 'por', 'la', 'vegetación', 'no', 'es', 'sencilla']","['N5-FS', 'P', 'AFS', 'N5-FS', 'VC--SF', 'P', 'AFS', 'N5-FS', 'D', 'VDR3S-', 'JQ--FS']",integración de la luz recibida por la vegetación no es sencilla,"unidades que absorben la luz consiguen un rendimiento limitado , y laintegración de la luz recibida por la vegetación no es sencilla. En sus líneas fundamentales , ese proceso consiste en la absorción","['AFS', 'AFS']",TRUE,def
M55,Parties liées par inclusion,general,text_id g00523,"['composición', 'de', 'lugar', 'no', 'es', 'por', 'entero', 'gratuita']","['N5-FS', 'P', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-MS', 'JQ--FS']",composición de lugar no es por entero gratuita,"de denominar se ahora ' Bloque para Revisar la Constitución' . Lacomposición de lugar no es por entero gratuita. Primero , porque Felipe_González parece haber extendido su índice en esa",[],FALSE,no_det
M56,Parties liées par inclusion,law,text_id d00171,"['composición', 'por', 'monedas', 'de', 'la', 'cesta', 'de', 'el', 'ecu', 'no', 'se', 'modificará']","['N5-FS', 'P', 'N5-FP', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'D', 'R6EZZZZ', 'VDU3S-']",composición por monedas de la cesta de el ecu no se modificará,"177 , 180 y 215 se refieren a el IME . Lacomposición por monedas de la cesta de el ecu no se modificará. Desde el inicio de la tercera fase , el valor de","['AFS', 'AMS']",TRUE,def
M60,Parties non organisées,environment,text_id a00200,"['acumulados', 'en', 'lagunas', 'facultativas', 'Cuando', 'la', 'instalación', 'no', 'cuenta', 'con']","['VC--PM', 'P', 'N5-FP', 'JQ--FP', 'C', 'AFS', 'N5-FS', 'D', 'N5-FS', 'P']",acumulados en lagunas facultativas Cuando la instalación no cuenta con,"mitad de el volumen de las lagunas . Limpieza de los fangosacumulados en lagunas facultativas Cuando la instalación no cuenta conlagunas anaerobias , es decir , el agua residual cruda alimenta directamente",['AFS'],TRUE,def
M64,Parties non organisées,medicine,text_id m00571,"['acumulación', 'de', 'sustrato', 'no', 'metabolizado', 'en', 'el', 'interior', 'de', 'los', 'lisosomas']","['N5-FS', 'P', 'N5-MS', 'D', 'VC--SM', 'P', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP']",acumulación de sustrato no metabolizado en el interior de los lisosomas,"en el catabolismo celular . Como resultado , estas deficiencias producen laacumulación de sustrato no metabolizado en el interior de los lisosomas. En el caso de la enfermedad de Gaucher , el trastorno","['AMS', 'AMP']",TRUE,def
